관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자
서울특별시 용산구청,서울특별시 용산구 신흥로3길 17,서울특별시 용산구 용산동2가 43-7,생활방범,2,41,서전빌라,30,Feb-16,02-2199-6662,37.557755,126.967591,2016-09-27
서울특별시 용산구청,서울특별시 용산구 신흥로 40,서울특별시 용산구 용산동2가 45-5,생활방범,2,41,새마을금고 용암지점 맞은 편,30,Feb-16,02-2199-6662,37.558832,126.968263,2016-09-27
서울특별시 용산구청,서울특별시 용산구 신흥로11길 49,서울특별시 용산구 용산동2가 20-3,생활방범,2,41,주택코너,30,Feb-16,02-2199-6662,37.557565,126.971503,2016-09-27
서울특별시 용산구청,서울특별시 용산구 신흥로5길 70,서울특별시 용산구 용산동2가 34,생활방범,2,130,해방촌성당 앞,30,Feb-16,02-2199-6662,37.556293,126.970135,2016-09-27
서울특별시 용산구청,서울특별시 용산구 신흥로3가길 21,서울특별시 용산구 용산동2가 5-70,생활방범,2,41,여전도관 옆 골목,30,Jul-16,02-2199-6662,37.55706,126.967349,2016-09-27
서울특별시 용산구청,서울특별시 용산구 신흥로3가길 21,서울특별시 용산구 용산동2가 5-1418,생활방범,1,41,용암초앞 마을마당,30,Jan-16,02-2199-6662,37.545705,126.98816,2016-09-27
서울특별시 용산구청,서울특별시 용산구 신흥로26길 33,서울특별시 용산구 용산동2가 1-550,생활방범,2,41,용산2가동 외국인학교옆 공원,30,Jan-16,02-2199-6662,37.545306,126.984381,2016-09-27
서울특별시 용산구청,서울특별시 용산구 신흥로26길 33,서울특별시 용산구 용산동2가 5-1647,생활방범,1,41,소월길 주민쉼터,30,Jan-16,02-2199-6662,37.543617,126.988915,2016-09-27
서울특별시 용산구청,서울특별시 용산구 신흥로 30,서울특별시 용산구 용산동2가 45-12,차량방범,2,130,주택앞,30,Dec-16,02-2199-6662,37.541034,126.987251,2016-09-27
서울특별시 용산구청,서울특별시 용산구 신흥로 38,서울특별시 용산구 용산동2가 45-6,차량방범,1,130,서울침례교회앞,30,Dec-16,02-2199-6662,37.5418,126.987422,2016-09-27
서울특별시 용산구청,서울특별시 용산구 신흥로 80,서울특별시 용산구 용산동2가 15-16,차량방범,1,130,남산빨래방 옆골목,30,Dec-16,02-2199-6662,37.545264,126.986418,2016-09-27
서울특별시 용산구청,서울특별시 용산구 신흥로27길 6-9,서울특별시 용산구 용산동2가 1-1165,생활방범,2,130,큰빛의 집 뒷길,30,Aug-16,02-2199-6662,37.554412,126.970739,2016-09-27
서울특별시 용산구청,서울특별시 용산구 신흥로32길 35,서울특별시 용산구 용산동2가 1-356,생활방범,2,130,신흥교회 옆,30,Aug-16,02-2199-6662,37.555257,126.972157,2016-09-27
서울특별시 용산구청,서울특별시 용산구 신흥로15길 28,서울특별시 용산구 용산동2가 31-5,생활방범,2,130,해방교회 아래쪽,30,Aug-16,02-2199-6662,37.557322,126.970491,2016-09-27
서울특별시 용산구청,서울특별시 용산구 신흥로 62-6,서울특별시 용산구 용산동2가 24-20,생활방범,2,130,황재빌라 옆,30,Aug-16,02-2199-6662,37.558845,126.970849,2016-09-27
서울특별시 용산구청,서울특별시 용산구 소월로26길 13-3,서울특별시 용산구 용산동2가 5-212,생활방범,2,130,주택가,30,Aug-16,02-2199-6662,37.55874,126.972431,2016-09-27
서울특별시 용산구청,서울특별시 용산구 소월로26길 19,서울특별시 용산구 용산동2가 5-171,생활방범,2,130,남산교회 옆 골목,30,Aug-16,02-2199-6662,37.558632,126.972047,2016-09-27
서울특별시 용산구청,서울특별시 용산구 소월로30길 26,서울특별시 용산구 용산2가동 5-249,어린이보호,2,130,3호터널 상부,30,Dec-16,02-2199-6662,37.559493,126.972202,2016-09-27
서울특별시 용산구청,서울특별시 용산구 신흥로16길 17,서울특별시 용산구 용산2가동 5-491,어린이보호,2,130,남산교회 앞 삼거리,30,Dec-16,02-2199-6662,37.558726,126.971944,2016-09-27
서울특별시 용산구청,서울특별시 용산구 신흥로12길 5,서울특별시 용산구 용산2가동 26-7,어린이보호,2,130,반포로 지하보도 앞,30,Dec-16,02-2199-6662,37.55926,126.970103,2016-09-27
서울특별시 용산구청,서울특별시 용산구 녹사평대로60길 17,서울특별시 용산구 용산동 2가 5-1519,어린이보호,1,130,어린이보호표지판 앞,30,Nov-16,02-2199-6662,37.560159,126.970769,2016-09-27
서울특별시 용산구청,서울특별시 용산구 신흥로25길 19,서울특별시 용산구 용산동2가 5-1124,생활방범,3,130,보성여고 인근골목,30,Mar-16,02-2199-6662,37.555983,126.970593,2016-09-27
서울특별시 용산구청,서울특별시 용산구 효창원로104길 7,서울특별시 용산구 서계동 259-2,생활방범,2,130,서계1경로당앞,30,Oct-16,02-2199-6662,37.540133,126.978344,2016-09-27
서울특별시 용산구청,서울특별시 용산구 한강대로50길 25,서울특별시 용산구 한강로2가 47-3,생활방범,3,130,원불교 부근,30,May-16,02-2199-6662,37.546946,126.955373,2016-09-27
서울특별시 용산구청,서울특별시 용산구 한강대로38길 11-8,서울특별시 용산구 한강로2가 157-1,생활방범,2,200,용산우체국 뒤,30,May-16,02-2199-6662,37.5451,126.953085,2016-09-27
서울특별시 용산구청,서울특별시 용산구 한강대로32길 21,서울특별시 용산구 한강로2가 187-14,생활방범,2,130,국제빌딩뒤(한우정식당),30,May-16,02-2199-6662,37.544278,126.951219,2016-09-27
서울특별시 용산구청,서울특별시 용산구 한강대로32길 21,서울특별시 용산구 용산동3가 1-96,생활방범,3,200,삼각지어린이 공원 앞,30,May-16,02-2199-6662,37.549083,126.959123,2016-09-27
서울특별시 용산구청,서울특별시 용산구 한강대로38길 38,서울특별시 용산구 용산동5가 2-4,생활방범,1,200,용산어린이집(어린이공원내),30,May-16,02-2199-6662,37.545255,126.951623,2016-09-27
서울특별시 용산구청,서울특별시 용산구 청파로 109,서울특별시 용산구 한강로3가 1-1,생활방범,2,41,전자상가 국민은행 옆,30,May-16,02-2199-6662,37.539901,126.957564,2016-09-27
서울특별시 용산구청,서울특별시 용산구 청파로 56,서울특별시 용산구 한강로3가 16-18,생활방범,2,41,전자상가우체국 앞,30,May-16,02-2199-6662,37.535303,126.955848,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로29길 26,서울특별시 용산구 한강로3가 40-49,생활방범,1,130,이촌동 철길부근,30,May-16,02-2199-6662,37.537744,126.946791,2016-09-27
서울특별시 용산구청,서울특별시 용산구 한강대로15길 18,서울특별시 용산구 한강로3가 40-128,생활방범,3,200,대동여인숙 앞,30,May-16,02-2199-6662,37.540222,126.948602,2016-09-27
서울특별시 용산구청,서울특별시 용산구 한강대로21길10,서울특별시 용산구 한강로3가 40-946,생활방범,2,41,마사회 뒷길,30,May-16,02-2199-6662,37.540322,126.950683,2016-09-27
서울특별시 용산구청,서울특별시 용산구 한강대로14길 35-29,서울특별시 용산구 한강로3가 65-154,생활방범,2,130,중대병원 후문,30,May-16,02-2199-6662,37.542154,126.94736,2016-09-27
서울특별시 용산구청,서울특별시 용산구 한강대로14길 81,서울특별시 용산구 한강로3가 65-431,생활방범,2,130,용산세무서 골목,30,May-16,02-2199-6662,37.54398,126.945071,2016-09-27
서울특별시 용산구청,서울특별시 용산구 한강대로14가길 41,서울특별시 용산구 한강로3가 65-54,생활방범,2,41,쌍용스윗닷홈 옆,30,Feb-16,02-2199-6662,37.540759,126.944894,2016-09-27
서울특별시 용산구청,서울특별시 용산구 한강대로57길 34,서울특별시 용산구 한강로1가 276-3,생활방범,2,41,용산초등학교 정문 앞,30,Jul-16,02-2199-6662,37.547545,126.959756,2016-09-27
서울특별시 용산구청,서울특별시 용산구 청파로20길 83,서울특별시 용산구 한강로3가 23-62,차량방범,2,41,터미널전자상가 앞,30,Aug-16,02-2199-6662,37.531797,126.962995,2016-09-27
서울특별시 용산구청,서울특별시 용산구 한강대로7길 19,서울특별시 용산구 한강로3가 40-356,생활방범,3,130,한강로3가 경로당 골목 입구,30,Aug-16,02-2199-6662,37.538866,126.946595,2016-09-27
서울특별시 용산구청,서울특별시 용산구 한강대로11길 29,서울특별시 용산구 한강로3가 40-7,생활방범,3,130,서일공업사 앞,30,Aug-16,02-2199-6662,37.539095,126.947842,2016-09-27
서울특별시 용산구청,서울특별시 용산구 한강대로11길 29,서울특별시 용산구 한강로2가 1,어린이보호,1,130,국립맹학교 앞 보도,30,Dec-16,02-2199-6662,37.546978,126.959578,2016-09-27
서울특별시 용산구청,서울특별시 용산구 한강대로 179,서울특별시 용산구 한강로1가 286,어린이보호,1,130,삼각지역 6번 출구앞 보도,30,Dec-16,02-2199-6662,37.547392,126.959345,2016-09-27
서울특별시 용산구청,서울특별시 용산구 한강대로 179,서울특별시 용산구 한강로3가 65-217,어린이보호,1,130,한강초교 정문 앞,30,Dec-16,02-2199-6662,37.541558,126.94786,2016-09-27
서울특별시 용산구청,서울특별시 용산구 한강대로10길 14,서울특별시 용산구 한강로3가 89,어린이보호,2,130,쌍용스윗닷홈 앞 삼거리,30,Dec-16,02-2199-6662,37.540753,126.945542,2016-09-27
서울특별시 용산구청,서울특별시 용산구 백범로99가길 12-5,서울특별시 용산구 한강로2가 2-292,생활방범,1,130,용산초교 담장뒤골목,30,Mar-16,02-2199-6662,37.546299,126.960237,2016-09-27
서울특별시 용산구청,서울특별시 용산구 서빙고로 69,서울특별시 용산구 용산동5가 24-3,차량방범,2,41,한강로동 파크타워 진입로,30,Feb-16,02-2199-6662,37.523711,126.972352,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로37길 26,서울특별시 용산구 한강로3가 40-555,생활방범,1,130,골목주차장옆,30,Oct-16,02-2199-6662,37.538274,126.945435,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로37길 26,서울특별시 용산구 용산동5가 24-1,생활방범,1,130,용산동5가 24-1,30,Oct-16,02-2199-6662,37.547869,126.945299,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로37길 26,서울특별시 용산구 용산동5가 24-2,생활방범,1,130,용산동5가 24-2,30,Oct-16,02-2199-6662,37.546443,126.947122,2016-09-27
서울특별시 용산구청,서울특별시 용산구 한강대로14가길 58-18,서울특별시 용산구 한강로3가 65-141,생활방범,2,130,현대트럼프월드 뒤,30,Feb-16,02-2199-6662,37.539896,126.944434,2016-09-27
서울특별시 용산구청,서울특별시 용산구 한강대로53길 8,서울특별시 용산구 한강로1가 305-11,생활방범,1,41,삼각교회 앞,30,Feb-16,02-2199-6662,37.546326,126.957555,2016-09-27
서울특별시 용산구청,서울특별시 용산구 백범로99가길60,서울특별시 용산구 한강로동 57-1,어린이보호,2,130,용산초등학교 옆골목,30,Oct-16,02-2199-6662,37.547411,126.960367,2016-09-27
서울특별시 용산구청,서울특별시 용산구 한강대로39길 34-5,서울특별시 용산구 한강로2가 2-131,생활방범,2,130,벽산아파트뒷골목,30,Feb-16,02-2199-6662,37.544357,126.955762,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로29길8,서울특별시 용산구 한강로3가 40-875,생활방범,2,130,파크빌라입주 전신주(흑도야지식당앞),30,Nov-16,02-2199-6662,37.537073,126.946299,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로29길8,서울특별시 용산구 용산동3가 1-96,생활방범,1,200,삼각지 어린이 공원,30,Nov-16,02-2199-6662,37.534467,126.975417,2016-09-27
서울특별시 용산구청,서울특별시 용산구 새창로 221-19,서울특별시 용산구 한강로2가 2-16,생활방범,2,200,현대하이카 옆,30,Feb-16,02-2199-6662,37.530638,126.968325,2016-09-27
서울특별시 용산구청,서울특별시 용산구 새창로 221-19,서울특별시 용산구 한강로 3가 89,생활방범,1,200,LG U+ 사옥 앞 공원,30,Nov-16,02-2199-6662,37.523443,126.96396,2016-09-27
서울특별시 용산구청,서울특별시 용산구 새창로 221-19,서울특별시 용산구 한강로 3가 89,생활방범,1,200,LG U+ 사옥 앞 공원,30,Nov-16,02-2199-6662,37.523443,126.96396,2016-09-27
서울특별시 용산구청,서울특별시 용산구 새창로 221-19,서울특별시 용산구 이촌동 66-16,생활방범,1,41,동부이촌동녹지대 입구,30,Mar-16,02-2199-6662,37.55503,126.938701,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로64길 61,서울특별시 용산구 이촌동 302-64,생활방범,1,200,장미맨션 입구,30,Mar-16,02-2199-6662,37.543666,126.941569,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로64길 61,서울특별시 용산구 이촌동 302-55,생활방범,1,130,동부(아)1동 담장,30,Mar-16,02-2199-6662,37.54459,126.941561,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로46길 33,서울특별시 용산구 이촌동 302-75,생활방범,1,130,대한의사협회 앞,30,Mar-16,02-2199-6662,37.542475,126.942003,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로 174,서울특별시 용산구 이촌동 419,생활방범,1,41,이촌로46길 진입로,30,Mar-16,02-2199-6662,37.542938,126.941798,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로 174,서울특별시 용산구 이촌동 432,생활방범,2,130,엘지자이(아)105동 출구,30,Mar-16,02-2199-6662,37.545525,126.940708,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로 248,서울특별시 용산구 이촌동 300-166,생활방범,2,130,한강맨션 15동 옆,30,Mar-16,02-2199-6662,37.547251,126.940252,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로 219,서울특별시 용산구 이촌동 301-86,생활방범,1,41,꿈나무어린이공원 옆,30,Mar-16,02-2199-6662,37.544801,126.943113,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로 181,서울특별시 용산구 이촌동 415,생활방범,1,130,한강대우 105동 담장(한가람 201동 옆),30,Mar-16,02-2199-6662,37.545384,126.944011,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로 181,서울특별시 용산구 이촌동 417,생활방범,1,130,한강대우109동 앞(한가람 206동 옆),30,Mar-16,02-2199-6662,37.547577,126.943078,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로65가길 23,서울특별시 용산구 이촌동 406,생활방범,2,130,한가람(아)219동 옆(철도건널목),30,Mar-16,02-2199-6662,37.54768,126.944209,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로65가길 23,서울특별시 용산구 이촌동 409,생활방범,1,130,충신유치원 앞,30,Mar-16,02-2199-6662,37.548334,126.942395,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로65가길 23,서울특별시 용산구 이촌동 407-1,생활방범,1,130,한가람(아)214동 입구,30,Mar-16,02-2199-6662,37.549255,126.942806,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로65가길 91,서울특별시 용산구 이촌동 301-78,생활방범,1,130,용강중학교 옆(경로당 앞),30,Mar-16,02-2199-6662,37.550436,126.94265,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로 248,서울특별시 용산구 이촌동 300-23,생활방범,1,41,신용산초교 앞(한강맨션 31동 앞),30,Mar-16,02-2199-6662,37.549463,126.940703,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로87길 14,서울특별시 용산구 이촌동 403,생활방범,2,130,강촌아파트 105동 옆,30,Mar-16,02-2199-6662,37.553222,126.940625,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로87길 14,서울특별시 용산구 이촌동 402,생활방범,1,41,강촌아파트 101동 앞,30,Mar-16,02-2199-6662,37.551815,126.940256,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로87길 14,서울특별시 용산구 이촌동 412-1,생활방범,2,130,한강천주교 입구,30,Mar-16,02-2199-6662,37.551655,126.942529,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로89길 50,서울특별시 용산구 이촌동 301-54,생활방범,1,130,한가람유치원(강촌 109동 뒤),30,Mar-16,02-2199-6662,37.554493,126.940972,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로89길 50,서울특별시 용산구 이촌동 301-2,생활방범,2,130,왕궁맨션 1동 정문 앞,30,Mar-16,02-2199-6662,37.552582,126.939383,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로89길 50,서울특별시 용산구 이촌동 300-10,생활방범,1,41,신한은행 앞(구 조흥은행),30,Mar-16,02-2199-6662,37.552538,126.939454,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로89길 50,서울특별시 용산구 이촌동 301-163,생활방범,1,41,금강아산병원 앞(현대 21동 앞),30,Mar-16,02-2199-6662,37.555423,126.940135,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로89길 50,서울특별시 용산구 이촌동 301-176,생활방범,1,41,동작대교 밑(반도 앞),30,Mar-16,02-2199-6662,37.555394,126.939196,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로89길 50,서울특별시 용산구 이촌동 429,차량방범,2,41,엘지한강자이 앞,30,Aug-16,02-2199-6662,37.520647,126.970929,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로71길 42,서울특별시 용산구 이촌동 17-69,생활방범,2,130,이촌역4번출구 뒤,30,Aug-16,02-2199-6662,37.549008,126.943847,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로71길 24,서울특별시 용산구 이촌동 301-179,생활방범,3,130,동주민센터 앞,30,Aug-16,02-2199-6662,37.54794,126.943105,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로65가길 78,서울특별시 용산구 이촌1동 301-27,어린이보호,1,130,신용산초교 용강중 사이길,30,Dec-16,02-2199-6662,37.549674,126.942395,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로65가길 78,서울특별시 용산구 이촌1동 300-326,어린이보호,1,130,중경고 진입부 삼거리,30,Dec-16,02-2199-6662,37.551181,126.939666,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로87길 21,서울특별시 용산구 이촌1동 413-2,어린이보호,1,130,한가람유치원 전면,30,Dec-16,02-2199-6662,37.551347,126.942336,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로54길 17,서울특별시 용산구 이촌1동 302-90,어린이보호,2,130,장미맨션 앞 보도,30,Dec-16,02-2199-6662,37.543612,126.941964,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로77길 19,서울특별시 용산구 이촌동 301-37,어린이보호,1,130,파리크라상 앞,30,Nov-16,02-2199-6662,37.54947,126.942056,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로 255,서울특별시 용산구 이촌동 301-75,차량방범,2,41,신용산초등학교 앞,30,Jun-16,02-2199-6662,37.520029,126.975896,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로 255,서울특별시 용산구 이촌동 300-301,차량방범,2,41,삼익상가앞,30,Jun-16,02-2199-6662,37.518477,126.976034,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로 255,서울특별시 용산구 이촌동 301-195,차량방범,2,41,강촌아파트 4거리 103동,30,Jun-16,02-2199-6662,37.518708,126.978189,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로 255,서울특별시 용산구 이촌동 300-10,생활방범,1,130,점보아파트후문경비초소옆,30,Oct-16,02-2199-6662,37.552545,126.939281,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로 255,서울특별시 용산구 이촌동 300-10,생활방범,1,130,점보아파트뒤 주차장 중간,30,Oct-16,02-2199-6662,37.552545,126.939281,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로 255,서울특별시 용산구 이촌동 402,어린이보호,2,130,원유치원앞,30,Oct-16,02-2199-6662,37.551128,126.940608,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로 293,서울특별시 용산구 이촌동 301-61,생활방범,2,130,이촌아파트110동놀이터앞,30,Feb-16,02-2199-6662,37.552909,126.939565,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로 22,서울특별시 용산구 이촌1동 302-28,생활방범,2,130,타워맨션입구(버스정류장 삼거리),30,Feb-16,02-2199-6662,37.541469,126.942886,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로 174,서울특별시 용산구 이촌동 419,차량방범,3,41,충신교회 옆 공영주차장 옆,30,Feb-16,02-2199-6662,37.520446,126.966741,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로156,서울특별시 용산구 이촌동 302-87,생활방범,1,200,충신교회 주차장,30,Sep-16,02-2199-6662,37.52237,126.964211,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로156,서울특별시 용산구 이촌동 302-87,생활방범,1,200,렉스아파트 공원 기부채납,30,Feb-16,02-2199-6662,37.517037,126.979879,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로156,서울특별시 용산구 이촌동 408,생활방범,1,200,강변공원,30,Sep-16,02-2199-6662,37.521337,126.975045,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로 80-8,서울특별시 용산구 이촌동 199-1,생활방범,2,130,새남터 성당앞 공영주차장,30,May-16,02-2199-6662,37.534946,126.946937,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로2가길 42,서울특별시 용산구 이촌동 208-1,생활방범,2,130,이촌서부교회 내,30,May-16,02-2199-6662,37.532266,126.950978,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로 16,서울특별시 용산구 이촌동 212-1,생활방범,2,130,성촌공원내 화단,30,May-16,02-2199-6662,37.532771,126.953448,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로2가길 1,서울특별시 용산구 이촌동 212-3,생활방범,2,130,이촌소방서 앞,30,May-16,02-2199-6662,37.532087,126.95306,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로2가길 122,서울특별시 용산구 이촌동 395,생활방범,2,130,대림아파트 103동 입구,30,May-16,02-2199-6662,37.533619,126.946823,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로34길 29,서울특별시 용산구 이촌동 400,생활방범,2,130,현대한강 102동 앞,30,May-16,02-2199-6662,37.536131,126.944736,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로14길 11-22,서울특별시 용산구 이촌동 206-1,생활방범,2,130,동원베네스트담장,30,Jul-16,02-2199-6662,37.532876,126.949253,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로18길 15-6,서울특별시 용산구 이촌동 203-53,생활방범,3,130,동의자협의회 사무실 앞 전신주,30,Aug-16,02-2199-6662,37.533504,126.948044,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로18길 11-6,서울특별시 용산구 이촌동 203-38,생활방범,2,130,서울교회 옆,30,Aug-16,02-2199-6662,37.533712,126.948185,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로22길 18,서울특별시 용산구 이촌동 203-60,생활방범,2,130,문구점,30,Mar-16,02-2199-6662,37.533999,126.947462,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로 104,서울특별시 용산구 이촌동 193-3,차량방범,3,41,동아그린아파트 고가,30,Jun-16,02-2199-6662,37.523553,126.959272,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로 24,서울특별시 용산구 이촌2동 212-13,생활방범,2,130,버스정류소 앞,30,Feb-16,02-2199-6662,37.532836,126.952836,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로 80-8,서울특별시 용산구 이촌동 199,생활방범,1,130,고가밑거주자 우선주차지역,30,Feb-16,02-2199-6662,37.535383,126.946965,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌로 80-8,서울특별시 용산구 이촌동 203-9,생활방범,2,130,고가 보행신호자 앞,30,Feb-16,02-2199-6662,37.53468,126.948126,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌동 206-27,서울특별시 용산구 이촌동 206-27,생활방범,2,130,북한강성원아파트 입구,30,Feb-16,02-2199-6662,37.532652,126.949499,2016-09-27
서울특별시 용산구청,서울특별시 용산구 이촌동 209-22,서울특별시 용산구 이촌동 209-22,생활방범,3,130,시범아파트 2동 앞,30,Feb-16,02-2199-6662,37.532913,126.950082,2016-09-27
